ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
ARWU4821217: 09.277.447/4046-44<->72.054.668/2327-10
KCOJ2358902: 77.286.980/5820-33<->46.949.288/2387-73
FINU8859115: 18.714.833/0018-08<->26.440.098/2976-05
MFBJ3649223: 21.267.094/4665-96<->66.617.249/8584-33
JBXU5438247: 31.026.525/8889-76<->40.292.217/8051-14
NTIU6750301: 13.360.576/1952-47<->42.425.596/2038-79
TCJU3479257: 59.797.116/3210-08<->47.434.653/5151-56
UXQZ0539355: 71.785.779/9521-57<->31.797.744/0944-89
MOLU3444641: 54.476.359/7731-29<->27.125.981/8026-33
SPJZ6530505: 41.404.161/5281-53<->00.794.957/1291-54
XTVU1587233: 14.790.819/4410-46<->49.304.034/6051-05
ZGKU4503188: 88.709.896/6238-60<->92.208.861/4371-87
XPQZ5536548: 53.310.812/0041-97<->82.197.048/9544-68
CBSU1191316: 18.044.033/7470-41<->13.043.130/4825-74
AEIZ5867182: 83.329.157/1070-00<->21.235.240/9399-65
FHFZ2569003: 01.749.486/2864-73<->70.177.146/8068-63
ZUOZ2686132: 83.632.128/8607-46<->29.695.314/0480-61
GAKJ5717882: 27.563.204/2397-83<->01.306.457/0561-53
KVOU3070252: 78.332.060/0263-66<->44.998.009/4489-65
ENUU9151349: 28.893.772/0238-31<->09.543.758/5391-80
VRLU5527963: 29.161.914/1628-58<->62.125.126/7826-69
TPAU6301523: 62.367.097/8657-41<->96.684.516/8363-21
MCWZ3226555: 75.927.391/3158-29<->15.250.554/4498-03
ZAXU5108773: 77.199.855/6220-81<->02.423.581/7771-51
TLQZ1142040: 62.753.410/5696-06<->81.403.215/1474-13
PVRU8229353: 17.152.876/4000-71<->46.699.670/5622-96
ADUZ0783632: 16.788.839/5750-56<->19.899.863/0923-53
DXPZ1610538: 86.166.725/4419-65<->11.063.728/8767-89
FAHZ7892884: 87.001.633/5658-84<->76.921.246/6963-79
FUZZ4571895: 48.300.232/1659-33<->08.806.891/5361-49
BOEZ8478977: 86.762.467/2891-23<->48.536.336/6151-30
JKRZ7735699: 58.437.015/3472-00<->53.000.499/4293-54
ORKJ9574849: 01.365.177/4467-01<->77.238.767/5790-54
RXJU8256504: 36.004.934/4047-82<->68.250.614/2682-49
XQJU9704885: 77.323.732/5138-85<->57.624.649/3066-15
XCJJ1188417: 90.740.333/9795-64<->56.032.280/5498-36
LHCJ5773526: 41.202.167/9841-47<->44.425.067/6470-83
QCBJ7037577: 94.551.429/9722-35<->80.998.959/0681-06
LZAJ4029655: 20.708.114/6945-22<->41.276.780/7624-88
TQFZ1872762: 15.103.454/3209-75<->58.982.851/7351-10
UURZ0464289: 05.515.764/0932-97<->56.604.541/9227-84
ZCTJ3113664: 89.101.587/0131-81<->13.079.736/9541-85
YATZ5576506: 17.194.678/0711-74<->46.918.484/3226-10
KFDU9696649: 17.027.715/1621-16<->70.709.220/1748-22
FWKJ0530918: 60.857.909/9827-81<->05.293.056/2444-51
IVUU3116437: 40.289.402/6063-29<->33.561.386/9083-48
NZZU9114056: 17.462.049/5116-49<->13.235.384/7772-74
ZXEZ8178259: 25.400.723/3246-31<->53.141.000/6384-45
RQSZ6657544: 72.018.718/4442-03<->35.582.215/7543-07
JAHZ7194048: 42.446.534/6020-21<->85.374.759/8165-32
QZMZ1750413: 53.551.960/8570-29<->73.144.087/3592-49
RZGU5210354: 53.397.843/9239-30<->68.425.709/7720-08
EGSJ5310779: 77.534.804/9802-01<->06.792.853/8012-27
XPEU2248173: 53.806.101/4313-11<->57.826.827/9945-97
DSAJ5129614: 39.589.179/2007-25<->38.890.664/1875-33
MLDU1485928: 83.198.805/3127-33<->97.590.388/8956-34
GAEZ5131684: 54.399.518/2519-52<->59.920.855/3790-51
QOIU7216016: 72.350.950/5534-62<->54.761.306/4637-75
BIXJ0270262: 07.830.214/5402-06<->80.732.688/7507-60
AJPJ0545536: 49.362.050/3718-59<->30.199.280/1384-60
MRCZ2490944: 65.576.350/6315-67<->89.807.479/8245-97
DCUU4607074: 31.152.963/7353-11<->14.158.148/6077-68
GAZU4949007: 20.742.453/1424-02<->60.941.624/1854-19
FDDU0940588: 90.629.823/1861-74<->05.211.798/6509-96
PLNU5518134: 85.123.347/3955-40<->76.599.617/1672-48
TOUU0487975: 19.328.411/0620-62<->26.311.693/8245-13
WXWZ5173436: 61.100.436/3869-47<->52.939.333/3844-39
ONYZ9807896: 83.387.265/0004-06<->58.264.780/6728-34
XKNJ6947857: 73.088.507/6745-38<->97.074.459/5315-82
GUTZ7810076: 50.497.457/0768-17<->63.440.876/0097-86
VOHZ7258159: 73.359.984/4569-53<->92.481.461/3129-44
ABCU7743100: 46.319.463/9343-19<->22.074.256/5506-02
IWZJ7495068: 42.614.945/7434-54<->65.284.272/5942-17
TNSU0472603: 02.288.914/5310-50<->13.421.566/7015-15
YXAU6323367: 52.551.128/2805-15<->66.507.914/9997-57
MTQJ2934520: 95.044.258/8597-56<->95.367.598/2745-75
HCXJ4101288: 60.764.579/8402-80<->15.276.529/9776-13
BUJZ1157016: 22.738.328/5271-35<->77.952.961/4991-34
PBKJ1195416: 56.269.710/7816-22<->18.367.519/4576-85
CHKJ7307982: 12.148.033/6824-48<->81.397.498/6903-96
RALZ1048551: 59.480.056/4513-59<->63.286.056/5595-28
VSKZ0681405: 21.225.777/2412-45<->06.179.118/4735-48
JMSU2886091: 35.249.561/7443-10<->72.570.691/2782-55
AEQJ2989460: 52.197.107/1230-73<->14.539.079/3171-37
JNCU0484614: 92.583.986/6436-23<->54.707.640/5802-63
LHMU5182173: 73.336.650/4280-68<->44.724.414/5962-86
DMPJ1063678: 28.030.122/9305-42<->35.121.904/8186-40
YPFJ1437653: 34.210.088/0628-55<->11.814.702/2228-07
PTBZ5164313: 20.649.391/3553-60<->39.576.072/2789-05
EQTU3305799: 13.887.721/5615-77<->01.324.443/3155-72
NWMU4731640: 92.653.967/7620-58<->39.940.658/5535-40
NDRJ0104018: 66.383.264/9128-30<->40.951.548/7556-61
YSCZ6305138: 28.976.065/0774-31<->44.170.411/6687-67
KYYZ9188238: 66.915.124/2541-94<->53.330.428/6508-83
IIDJ0915553: 19433kg (193%)
MRIJ3909535: 19636kg (191%)
COLJ6614239: 19482kg (191%)
URNJ8829890: 19507kg (191%)
DEMU8314984: 19316kg (191%)
OWQJ6120355: 19075kg (190%)
BVLZ5688686: 19041kg (190%)
KDCJ1051711: 19447kg (189%)
SVJJ6934249: 19533kg (188%)
PUYJ8812590: 18846kg (188%)
LFFJ8771877: 19414kg (187%)
YMKJ5341191: 18949kg (186%)
IPKJ3266995: 19279kg (184%)
ASQZ9402136: 18852kg (183%)
ZISU6137943: 18596kg (182%)
XFIJ2173450: 19242kg (181%)
BBKU9766761: 18792kg (181%)
AXVZ9665571: 18291kg (180%)
IIPU9015573: 18792kg (179%)
MXWU3248273: 18862kg (177%)
FUGJ9138056: 18841kg (177%)
PMDZ5210391: 18227kg (177%)
LISZ6839318: 18048kg (177%)
FNMZ0469494: 17732kg (176%)
QYWJ0919388: 18586kg (175%)
BCPJ2029736: 18664kg (175%)
IYBZ4620710: 18712kg (175%)
UQEJ1392254: 18053kg (174%)
RVGU2844211: 17902kg (174%)
FCKJ0559229: 18996kg (173%)
GENZ2783061: 18876kg (173%)
WBOJ7926485: 17435kg (173%)
JWEU5178093: 17290kg (172%)
NIPJ9658971: 18020kg (172%)
YJUJ4449599: 17472kg (171%)
GKIJ5159211: 17305kg (171%)
NMDZ6436047: 18899kg (171%)
DZAZ3929870: 18834kg (171%)
ZJWU0011961: 17616kg (170%)
JRZU2340312: 17383kg (170%)
FBEU6678996: 18834kg (170%)
XORU2587298: 17956kg (170%)
BEZJ7362739: 17509kg (169%)
LQFZ9088539: 17285kg (169%)
PCQZ0127654: 18604kg (169%)
VDGZ5136309: 18354kg (169%)
DCIU1930501: 18612kg (168%)
FFHJ8698622: 16861kg (168%)
WNPZ4900677: 18246kg (168%)
AINJ6747043: 17172kg (168%)
EAIJ1152206: 18701kg (168%)
CRNZ3346513: 17470kg (167%)
VEUJ0143841: 18034kg (167%)
SCZJ3080202: 18685kg (167%)
TOIZ1558031: 18086kg (166%)
GYEZ2023163: 16858kg (165%)
KDIU0225414: 17113kg (165%)
OZXU3835442: 17399kg (165%)
ZPMJ5066032: 18265kg (165%)
NMRZ4345154: 17394kg (164%)
KSFZ6428362: 17314kg (164%)
SAWZ4580907: 17829kg (164%)
SVQZ9836028: 18461kg (163%)
IWIJ5283731: 18201kg (163%)
XYUZ6174094: 17590kg (163%)
OJFJ5158625: 17109kg (161%)
DPAJ7827165: 17481kg (161%)
TPRU0570663: 17671kg (161%)
JNEJ9664395: 17431kg (161%)
KKJZ9669014: 17919kg (161%)
DGGJ2325654: 17291kg (160%)
MIPJ0219996: 17825kg (160%)
ZKEZ0370607: 18141kg (160%)
LBWZ6084218: 16085kg (160%)
MSTJ4459580: 17600kg (160%)
CLKU7985633: 18347kg (159%)
JTTJ2136245: 17777kg (159%)
JOEZ8743799: 17444kg (159%)
UFEZ0851671: 16899kg (159%)
TLJU3486453: 17614kg (159%)
ZKLZ0222169: 16681kg (159%)
RWNU0518479: 16491kg (159%)
VNGU3715887: 17783kg (158%)
CKCZ7474229: 17412kg (158%)
LUCU6657988: 16331kg (157%)
VNHU3817157: 17320kg (157%)
ACJJ8453754: 17463kg (157%)
QAIZ8250252: 18262kg (157%)
OWYJ8038670: 16177kg (157%)
MKQZ2546464: 15585kg (156%)
YEJZ7603299: 17059kg (156%)
VJFU8017185: 16924kg (156%)
LAQZ4503432: 16082kg (155%)
AYGZ9296818: 16371kg (155%)
IBIU8010752: 16993kg (155%)
SRWZ3101969: 16707kg (154%)
ACGZ8017081: 17926kg (154%)
SNYU6224312: 17774kg (154%)
BGXU2205499: 16411kg (153%)
TNXZ8482595: 17325kg (153%)
OYBZ2500240: 16495kg (153%)
QAQJ1904631: 16589kg (152%)
ABFJ5191817: 17941kg (152%)
NPNJ1738935: 16302kg (152%)
JLPU5179690: 15543kg (152%)
OTAZ0921224: 15475kg (152%)
MTPJ6941555: 17162kg (151%)
DTGZ5096967: 17319kg (151%)
SGHJ1831285: 17708kg (151%)
RHZJ0287713: 16505kg (151%)
LGVU4044598: 16848kg (150%)
WIIJ8032425: 16870kg (150%)
SCRU1921599: 15501kg (150%)
BXYZ4999881: 15537kg (150%)
IPGU7917165: 17038kg (149%)
RUZU8856656: 15446kg (149%)
YSQJ3210852: 16487kg (149%)
ACOZ3231060: 16503kg (149%)
UOLJ8710673: 15082kg (149%)
YQVJ3255589: 16321kg (149%)
BWBJ3403230: 15383kg (149%)
SDIZ6251298: 15225kg (149%)
SYAZ5470670: 17943kg (149%)
SNBZ7286055: 17374kg (149%)
ORSU9647885: 14937kg (148%)
KJHU1357918: 17473kg (148%)
SHAZ0888713: 16094kg (148%)
PWNU0070288: 16525kg (148%)
RCYZ9381483: 15229kg (148%)
STAZ5347955: 17246kg (148%)
QGQU9710795: 17274kg (148%)
ZENJ4657100: 17051kg (147%)
OLHJ3667869: 16612kg (147%)
MAAU3671123: 16568kg (147%)
TBAJ3272159: 17423kg (146%)
KMXJ8281496: 14672kg (146%)
SYFJ1970615: 16470kg (145%)
FHKU3430732: 16020kg (145%)
ITQJ6682277: 16467kg (145%)
JFTJ8402021: 17009kg (145%)
UUKZ3820611: 17331kg (145%)
LGUZ4909904: 16769kg (145%)
SYAZ8196850: 14857kg (145%)
ONIU5872491: 17020kg (145%)
VQLJ5914933: 16724kg (144%)
XWVZ0466693: 14513kg (144%)
YDXZ1658672: 16521kg (144%)
DIVU8320900: 15713kg (144%)
JZYJ3122839: 14598kg (144%)
ISSU5337432: 15088kg (143%)
YMGJ2206724: 14682kg (143%)
FOFZ3514265: 16925kg (143%)
VFRZ4050037: 16178kg (143%)
FVQU8445375: 15805kg (143%)
VJTU7850577: 16866kg (143%)
MGGJ0128450: 14592kg (142%)
JRQU2370928: 17439kg (142%)
TAMU4979537: 14336kg (142%)
MWCJ7104518: 15852kg (142%)
RXVJ5235998: 15544kg (142%)
PQVZ4947332: 16770kg (142%)
ZIRZ8947479: 17046kg (141%)
KKWJ7983715: 15159kg (141%)
ZIJJ1672493: 16169kg (141%)
KJTZ8083758: 16567kg (141%)
MUTZ8535413: 15531kg (141%)
HEFZ9922076: 15065kg (140%)
ADXJ7271707: 16903kg (140%)
KTVU7560786: 14576kg (140%)
WLUJ5378990: 15026kg (140%)
LYZU1045974: 16781kg (140%)
ICXJ2265352: 15264kg (139%)
STYZ3081744: 17101kg (139%)
ZMDU9414140: 15520kg (139%)
ALRU4154289: 17399kg (139%)
FBYU5845587: 16917kg (139%)
BICZ3064141: 15246kg (138%)
VNGZ0423915: 17018kg (138%)
PCUZ4574519: 16671kg (138%)
PWAZ9877674: 14881kg (138%)
ZWBJ6151711: 16788kg (138%)
WQWZ1930654: 17087kg (138%)
KAJU2950893: 15101kg (138%)
GOKZ1797228: 14345kg (138%)
YPGU3207890: 15619kg (138%)
JFMU5115169: 15335kg (137%)
OPQZ8740085: 16126kg (137%)
FKYU1674949: 15741kg (137%)
EGIJ3717654: 14816kg (137%)
FQLU9183287: 15972kg (137%)
GKQU4190438: 16064kg (136%)
NHAZ0886109: 15822kg (136%)
IJKJ1017231: 15253kg (136%)
LLUZ0464027: 15329kg (136%)
JHVZ1635925: 14532kg (136%)
ZGWU8662202: 15781kg (136%)
GWMJ6394664: 13839kg (136%)
QGRJ3764622: 14944kg (136%)
BZGZ2217352: 15353kg (136%)
RCDU4340572: 15692kg (136%)
HLCU0156435: 14470kg (136%)
AJWJ0434425: 17167kg (136%)
QKYZ5373014: 15294kg (135%)
XBYJ2871474: 13826kg (135%)
ORIU2710855: 15054kg (135%)
DOMU2611982: 14593kg (135%)
BHBU8818055: 16154kg (135%)
PAVJ6575566: 15422kg (135%)
DVIU8777901: 15172kg (135%)
YREJ0578639: 14140kg (135%)
GVOJ2672102: 16911kg (134%)
FZKU4156523: 15844kg (134%)
ACVZ4818813: 15299kg (134%)
MQVJ6982146: 16231kg (134%)
IKZZ5552788: 14094kg (133%)
ENOJ5340228: 16907kg (133%)
AJEZ9634112: 17105kg (133%)
DFJJ6241516: 15891kg (133%)
RUSZ0898141: 15378kg (133%)
LXZU3834946: 15036kg (133%)
HVZJ6075398: 15319kg (133%)
WAIU8806776: 13972kg (132%)
VUFU2515744: 16080kg (132%)
FGRU7447621: 15592kg (132%)
RARU6425711: 16229kg (131%)
YDJU2967692: 13807kg (131%)
JCVJ0821609: 14459kg (131%)
KXJU2318370: 15155kg (131%)
MFTU7833891: 14012kg (131%)
JSQZ7463012: 14722kg (131%)
VTNJ5495117: 15740kg (131%)
HCGU6857913: 15108kg (131%)
MKAJ9121137: 14655kg (131%)
ZQYZ9649913: 13146kg (130%)
VFFZ2140933: 14376kg (130%)
VGMZ8045706: 16431kg (130%)
DQTU6839756: 16110kg (130%)
WDOZ6770267: 16676kg (129%)
WPSJ0582811: 14312kg (129%)
PVZJ5822609: 12922kg (129%)
PGXZ6936695: 13763kg (129%)
EXBU3124043: 13173kg (129%)
LPKZ0095914: 14396kg (129%)
BMZZ2405240: 13109kg (129%)
XCWJ0343222: 14712kg (129%)
KBQZ3074516: 12863kg (128%)
JGHJ0372467: 16798kg (128%)
PUAZ9609766: 14566kg (128%)
BGEU6528609: 14048kg (128%)
TXZZ0272172: 14457kg (128%)
XJBJ1770758: 14003kg (128%)
JKHZ2161730: 16218kg (128%)
ZLSU0535228: 12985kg (128%)
UEWU7517266: 16086kg (128%)
WNEJ9446051: 15314kg (127%)
ZEFU6153507: 16087kg (127%)
OKBU7852661: 16541kg (127%)
DVCU9241885: 15152kg (127%)
YABJ7118362: 13037kg (127%)
DPOZ0567027: 15286kg (126%)
EGOZ0135945: 14591kg (126%)
DIHZ3880084: 14380kg (126%)
QDAU0058221: 13810kg (126%)
XGAZ8265355: 15213kg (126%)
MXKZ9966022: 15818kg (126%)
JEAZ9982157: 15782kg (126%)
PNUJ8247809: 15954kg (125%)
RYSU3219383: 16618kg (125%)
LKBJ0028485: 15460kg (125%)
ETUJ8153350: 14743kg (125%)
ZBMZ4865224: 16029kg (125%)
GILZ1364494: 13815kg (125%)
VIKZ5123865: 13712kg (125%)
AHPZ8647923: 15432kg (124%)
DVWZ3459908: 14018kg (124%)
YAUZ5377604: 15751kg (124%)
CHXJ1991700: 14996kg (123%)
NPXJ0153389: 12402kg (123%)
AJLZ9456206: 16370kg (123%)
IIJJ4290534: 14016kg (123%)
VRLZ0672123: 13728kg (123%)
NQUJ9034824: 12698kg (123%)
WDOJ4201233: 14788kg (123%)
MWPU9265891: 15003kg (122%)
HLLJ1889896: 15544kg (122%)
SSLZ7410548: 13895kg (122%)
EBQU1086708: 13190kg (122%)
YJVJ5367234: 14297kg (122%)
SYUU3230871: 12304kg (122%)
TWKZ1318147: 14509kg (122%)
BTYZ8823624: 14386kg (122%)
COKJ0510786: 16396kg (122%)
VHHZ6257191: 13893kg (122%)
TPVJ6188755: 13363kg (122%)
DYUJ6610279: 14482kg (121%)
IDTZ3148047: 15729kg (121%)
PMHZ2699250: 12188kg (121%)
IZCJ9145901: 15160kg (121%)
MWVU8404735: 16281kg (121%)
EPYU5923481: 15786kg (121%)
TVPU7068152: 12679kg (121%)
TGOJ3904883: 16097kg (121%)
IZEU8637740: 12965kg (120%)
BUCJ4460085: 12536kg (120%)
UHNZ2265136: 15509kg (120%)
XDUU7305839: 15321kg (120%)
QACU2727917: 14867kg (120%)
FQJJ1929184: 13602kg (120%)
XYQU8798619: 13539kg (120%)
WBMU4411337: 14426kg (120%)
EZTU8695733: 14223kg (120%)
ACDJ4986075: 12084kg (120%)
GWHJ6779881: 16322kg (120%)
QPGJ2974781: 15633kg (119%)
MMRJ7378664: 12564kg (119%)
LTEU7526184: 16075kg (119%)
PLZJ7805060: 14273kg (119%)
IDKJ9730488: 13343kg (118%)
NEIJ3294843: 15713kg (118%)
NGFU8336845: 16157kg (118%)
SNEU2059760: 11933kg (118%)
JEIU9055622: 16062kg (118%)
GIGU5054224: 13651kg (118%)
AXDU2605271: 13675kg (118%)
HXVJ7100024: 13031kg (117%)
CGNU7429961: 13755kg (117%)
FORU4510509: 13965kg (117%)
SYLJ0113496: 14488kg (117%)
CJZJ2017672: 11726kg (117%)
TYXZ9695995: 13287kg (117%)
NDOZ8476527: 16062kg (117%)
NUIU0919477: 11931kg (117%)
ZUDZ9922872: 11856kg (117%)
RZKJ2254337: 14776kg (117%)
YUTZ4115536: 12586kg (117%)
QXIJ1525452: 14459kg (117%)
XDRZ6456526: 14467kg (117%)
VNHJ2647782: 14950kg (117%)
QMWJ2497095: 15285kg (117%)
PXQZ5226402: 16014kg (117%)
IIZZ1150468: 14926kg (117%)
WBCU2525539: 14256kg (117%)
AXJZ3523737: 14132kg (117%)
IAMU0986755: 15746kg (117%)
OPRU8078425: 13426kg (116%)
EIIZ6461030: 12242kg (116%)
LFXZ0207583: 11977kg (116%)
UBZJ4462201: 14953kg (116%)
NTXJ1330017: 15190kg (116%)
ZWMZ7241276: 12387kg (116%)
DHZU6696083: 12179kg (116%)
YWLZ1770121: 15777kg (116%)
VGEZ3447516: 11655kg (116%)
WKVU3474843: 15976kg (116%)
CBCJ3718806: 12083kg (115%)
XJTU5703223: 14648kg (115%)
CDBU4850943: 12441kg (115%)
RUSU9650607: 12654kg (115%)
JMKZ7512191: 15524kg (115%)
BGNZ6666033: 12769kg (115%)
VZWZ8838562: 15766kg (115%)
DFCJ2440539: 15123kg (115%)
FIGU4512243: 13927kg (115%)
YPMZ6092582: 15323kg (115%)
VMQZ0663943: 15594kg (115%)
GLHU3292899: 11656kg (115%)
JBJJ5820163: 14457kg (115%)
NLXU9169584: 13432kg (114%)
NZXZ9126047: 14223kg (114%)
UYEZ7574059: 12370kg (114%)
HYHZ2546809: 15555kg (114%)
TRHZ0351829: 11713kg (114%)
MIKZ3507658: 12096kg (114%)
KPWU5038644: 14927kg (114%)
ONFU4973901: 13008kg (114%)
XDAZ1289310: 12913kg (114%)
FRGJ5503197: 13265kg (114%)
OVFU0066488: 11774kg (114%)
NLUU4599904: 14459kg (113%)
CHPZ1497754: 11700kg (113%)
YGEU7645227: 12861kg (113%)
GHZU1695428: 13794kg (113%)
DPVU3519941: 13340kg (113%)
ZSEJ4310452: 12346kg (113%)
UGSZ9529216: 11349kg (113%)
COIJ4234044: 13620kg (113%)
PMTJ9848405: 11477kg (113%)
ALIZ9335823: 15020kg (113%)
MWKZ6109787: 14637kg (113%)
IVNU8003224: 11277kg (113%)
OFIZ2817540: 13682kg (113%)
GZFJ4706560: 11661kg (113%)
ARBU1485507: 12885kg (113%)
QPBJ4939382: 13600kg (113%)
NGRZ2776645: 11611kg (113%)
GBOZ6971753: 11367kg (113%)
NWQU6480679: 14334kg (112%)
JMUU7240181: 13445kg (112%)
RNSZ6790749: 11315kg (112%)
NZFZ2327977: 14935kg (112%)
GGFZ9505231: 12950kg (112%)
RJFU6779685: 12062kg (112%)
PMWJ2373909: 12335kg (112%)
GRAZ1830608: 12707kg (112%)
GPJZ4097177: 13573kg (112%)
XHJJ7555420: 13870kg (111%)
NFBZ7564686: 11445kg (111%)
HKFJ5938031: 14981kg (111%)
EKLU4459392: 13113kg (111%)
FNKZ8453725: 11560kg (111%)
IWEJ0182423: 13319kg (111%)
TBKJ9376239: 15421kg (110%)
WUDJ9988808: 12537kg (110%)
LDGZ7138925: 14608kg (110%)
ROQJ6379037: 13803kg (110%)
BRAZ9003930: 15105kg (110%)
ESSZ5599691: 13021kg (110%)
KTHZ0037594: 11874kg (110%)
KHAJ9106109: 15026kg (110%)
YNDJ6655639: 13625kg (110%)
LGMJ4699042: 11310kg (110%)
KXCU6890997: 13090kg (110%)
IJFU0973008: 12712kg (110%)
LRSZ8717606: 11439kg (110%)
QAYJ1308515: 15550kg (109%)
VQPU5949408: 14289kg (109%)
WCVZ2801624: 12605kg (109%)
IYRJ0992429: 13015kg (109%)
YGOJ5772899: 13870kg (109%)
TQJU4935463: 14979kg (109%)
VAIZ3064019: 15282kg (109%)
BJRZ3065333: 11502kg (109%)
OTSZ0017084: 12860kg (109%)
ZAWZ0781247: 12975kg (109%)
VMOU8270453: 13643kg (109%)
ZHQZ7982670: 13805kg (108%)
XRSU3184417: 15490kg (108%)
NJAZ6190005: 12435kg (108%)
YHCJ5860844: 14191kg (108%)
DNYZ3794782: 12428kg (108%)
AWMZ7241792: 13904kg (108%)
QOQZ4379636: 14173kg (108%)
GNRU9557718: 15151kg (108%)
XLUJ0791763: 13974kg (107%)
KAAJ5642150: 10746kg (107%)
LPDU0512326: 12973kg (107%)
QWQJ2978489: 12451kg (107%)
RRUU1670876: 14974kg (107%)
HODU3272882: 12440kg (107%)
XPJU3704665: 10783kg (107%)
MLMZ5382730: 12271kg (107%)
EKHU6064706: 13253kg (107%)
IQPZ6458781: 13840kg (107%)
WDOZ0498211: 11232kg (107%)
KTLZ3961454: 13937kg (106%)
WSTZ9424106: 14516kg (106%)
TTWU1050937: 10599kg (106%)
CICU1060483: 13288kg (106%)
KUTJ7310932: 13511kg (106%)
JHUJ7080023: 14014kg (106%)
QTRZ8458677: 13148kg (106%)
TKXJ3002103: 15118kg (106%)
UAVZ3495264: 10735kg (106%)
BODJ7418572: 15246kg (106%)
YIUJ5315289: 14199kg (106%)
SEOJ7004274: 14764kg (106%)
HZLU9493218: 13043kg (106%)
QUPZ7414946: 11770kg (106%)
MIPU7829248: 12473kg (106%)
MZZU5150840: 15222kg (106%)
BVBU0499435: 15141kg (105%)
ATQZ7382459: 13141kg (105%)
NXMU5593073: 12179kg (105%)
ZCNU3029135: 13151kg (105%)
PZJU7111087: 12832kg (105%)
XKUZ6178847: 13960kg (105%)
INMU8233558: 13789kg (105%)
TQZU9157887: 11296kg (105%)
JKXU9905307: 12418kg (105%)
ZCZU3111494: 14268kg (105%)
TVDU8662565: 15021kg (105%)
STRJ7830237: 14000kg (104%)
JPUZ7634802: 13366kg (104%)
GKIJ0785685: 12100kg (104%)
PUZZ5608748: 14769kg (104%)
TUOU5048555: 10628kg (104%)
RTOU7308114: 11085kg (104%)
MMDU6807931: 15006kg (104%)
UILZ9546891: 13631kg (104%)
QJYU7382802: 10433kg (104%)
GWOZ5614090: 10570kg (104%)
JWXZ2796285: 13702kg (104%)
GGVU2747773: 11861kg (103%)
WDRU6195292: 12797kg (103%)
XNCJ0254794: 13969kg (103%)
PHNJ8305351: 12501kg (103%)
ZNWJ6750406: 14763kg (103%)
SMFZ0952060: 12466kg (103%)
ZEGZ5206192: 13922kg (103%)
QJSJ1178728: 11582kg (103%)
INAZ3716069: 14610kg (103%)
CJUU4767876: 12100kg (103%)
EXYJ5787964: 11201kg (103%)
CDIZ5218361: 11031kg (103%)
YYBZ1665641: 13539kg (103%)
TJJJ0130651: 12887kg (103%)
LCWJ3671813: 12321kg (103%)
KXYZ4336178: 10342kg (102%)
WTOZ9902912: 13248kg (102%)
PJPZ8688698: 10971kg (102%)
WGQZ9429568: 11481kg (102%)
JLJJ8093417: 11695kg (102%)
XCMU7663191: 11032kg (102%)
GYWU5737591: 14615kg (101%)
NIQU0567527: 10138kg (101%)
WUZU3772969: 12147kg (101%)
QRYZ8714590: 11090kg (101%)
IXFJ9282857: 11224kg (101%)
BZDU7681013: 10190kg (101%)
WMMJ5637699: 12682kg (101%)
FLGU4756165: 11073kg (101%)
VHTU6604421: 13687kg (100%)
UOPZ1457431: 12680kg (100%)
LARU4444643: 12076kg (100%)
IKCZ8603408: 10782kg (100%)
CJYZ2663677: 13166kg (100%)
AQEJ7646663: 14795kg (100%)
XNEU9840208: 11945kg (100%)
TUVJ2356719: 13183kg (100%)
FGRJ3360659: 10262kg (100%)
BOWU4939031: 10289kg (100%)
RGXJ4871591: 14250kg (100%)
UJCU9305010: 12915kg (100%)
GRMZ0298076: 13185kg (99%)
SCDZ5770838: 14457kg (99%)
FDBJ6194435: 11339kg (99%)
ZJHZ2318407: 12553kg (99%)
MRYU7354640: 14418kg (99%)
QLDU3828848: 12622kg (99%)
AKHU5442302: 11698kg (99%)
KKNJ1192757: 10527kg (99%)
UEDU2121145: 11230kg (99%)
OSHJ7072777: 12430kg (99%)
ZCEU4141186: 12232kg (99%)
QTYU1268378: 13201kg (99%)
KGRZ3458067: 13939kg (99%)
IXTJ5312348: 10663kg (99%)
VAQJ6358801: 10053kg (98%)
THPJ0330767: 12341kg (98%)
GRAJ7541646: 11022kg (98%)
NXNU7370141: 12020kg (98%)
CXYU6915899: 12934kg (98%)
AABU8323159: 10423kg (98%)
OELJ7061582: 14546kg (98%)
TJDZ7655663: 14793kg (98%)
MZHU1146688: 10380kg (98%)
VLXJ4620486: 14766kg (98%)
NEYJ5400251: 10244kg (98%)
GWDU9680705: 14084kg (98%)
LMJZ8646845: 14458kg (98%)
LFUJ6300254: 12544kg (98%)
PGJU1001452: 14049kg (98%)
RJAZ4929683: 11951kg (97%)
HSUU2215386: 11956kg (97%)
NJWZ3910999: 14379kg (97%)
RURU7317758: 10381kg (97%)
MOHU7986506: 14092kg (97%)
BENJ0221466: 9772kg (97%)
LVGU4932630: 12458kg (97%)
RPZU3045017: 11091kg (97%)
IPYZ7570547: 10045kg (97%)
JQBJ9200948: 11085kg (97%)
ZLMU9930166: 12082kg (97%)
WUTU3522667: 12785kg (97%)
IMDJ3045430: 12891kg (97%)
EKEU6701284: 10746kg (97%)
MAVJ8033801: 9974kg (97%)
EGHZ1418739: 14310kg (97%)
VDLZ3929326: 12606kg (97%)
JGUU8641300: 11595kg (96%)
FBJZ5102904: 10341kg (96%)
GHOJ9612873: 9957kg (96%)
RJXJ0370342: 13260kg (96%)
VLFU0965873: 12783kg (96%)
